tool	JPF svcomp@766cc2a	JPF svcomp@766cc2a	JPF svcomp@766cc2a	JPF svcomp@766cc2a
StringBuilderInsertDelete02	unknown	0.498000	0.498000	0.000000
StringBuilderInsertDelete03	unknown	0.503000	0.503000	0.000000
StringCompare01	correct	0.482000	0.482000	0.000000
StringCompare02	unknown	0.505000	0.505000	0.000000
StringCompare03	unknown	0.507000	0.507000	0.000000
StringCompare04	unknown	0.499000	0.499000	0.000000
StringCompare05	correct	0.511000	0.511000	0.000000
StringConcatenation01	correct	0.708000	0.708000	0.000000
StringConcatenation02	correct	0.653000	0.653000	0.000000
StringConcatenation03	correct	0.664000	0.664000	0.000000
StringConcatenation04	correct	0.644000	0.644000	0.000000
StringConstructors01	correct	0.492000	0.492000	0.000000
StringConstructors02	correct	0.632000	0.632000	0.000000
StringConstructors03	correct	0.639000	0.639000	0.000000
StringConstructors04	correct	0.634000	0.634000	0.000000
StringConstructors05	correct	0.681000	0.681000	0.000000
StringContains01	correct	0.636000	0.636000	0.000000
StringContains02	correct	0.623000	0.623000	0.000000
StringIndexMethods01	correct	0.483000	0.483000	0.000000
StringIndexMethods02	correct	0.660000	0.660000	0.000000
StringIndexMethods03	unknown	0.648000	0.648000	0.000000
StringIndexMethods04	correct	0.628000	0.628000	0.000000
StringIndexMethods05	unknown	0.618000	0.618000	0.000000
StringMiscellaneous01	correct	0.500000	0.500000	0.000000
StringMiscellaneous02	correct	0.627000	0.627000	0.000000
StringMiscellaneous03	correct	0.725000	0.725000	0.000000
StringMiscellaneous04	correct	0.486000	0.486000	0.000000
StringStartEnd01	correct	0.476000	0.476000	0.000000
StringStartEnd02	correct	0.711000	0.711000	0.000000
StringStartEnd03	correct	0.744000	0.744000	0.000000
StringValueOf01	correct	0.479000	0.479000	0.000000
StringValueOf02	correct	0.633000	0.633000	0.000000
StringValueOf03	correct	0.498000	0.498000	0.000000
StringValueOf04	correct	0.636000	0.636000	0.000000
StringValueOf05	correct	0.665000	0.665000	0.000000
StringValueOf06	correct	0.627000	0.627000	0.000000
StringValueOf07	unknown	0.493000	0.493000	0.000000
StringValueOf08	unknown	0.498000	0.498000	0.000000
StringValueOf09	unknown	0.489000	0.489000	0.000000
StringValueOf10	correct	0.643000	0.643000	0.000000
SubString01	correct	0.487000	0.487000	0.000000
SubString02	correct	0.676000	0.676000	0.000000
SubString03	correct	0.684000	0.684000	0.000000
TokenTest01	correct	0.487000	0.487000	0.000000
TokenTest02	unknown	0.491000	0.491000	0.000000
Validate01	correct	0.492000	0.492000	0.000000
Validate02	unknown	0.493000	0.493000	0.000000
aastore_aaload1	unknown	60.000000	60.000000	0.000000
array1	unknown	0.633000	0.633000	0.000000
array2	correct	0.568000	0.568000	0.000000
arraylength1	correct	0.542000	0.542000	0.000000
arrayread1	correct	0.542000	0.542000	0.000000
assert1	correct	0.536000	0.536000	0.000000
assert2	correct	0.624000	0.624000	0.000000
assert3	correct	0.627000	0.627000	0.000000
assert4	correct	0.627000	0.627000	0.000000
assert5	correct	0.546000	0.546000	0.000000
assert6	correct	0.528000	0.528000	0.000000
astore_aload1	correct	0.483000	0.483000	0.000000
athrow1	correct	0.482000	0.482000	0.000000
basic1	correct	0.483000	0.483000	0.000000
bitwise1	correct	0.536000	0.536000	0.000000
boolean1	correct	0.543000	0.543000	0.000000
boolean2	correct	0.543000	0.543000	0.000000
bug-test-gen-095	correct	0.628000	0.628000	0.000000
bug-test-gen-119-2	correct	0.484000	0.484000	0.000000
bug-test-gen-119	correct	0.652000	0.652000	0.000000
calc	unknown	0.614000	0.614000	0.000000
cast1	correct	0.539000	0.539000	0.000000
catch1	correct	0.475000	0.475000	0.000000
char1	correct	0.641000	0.641000	0.000000
charArray	unknown	0.543000	0.543000	0.000000
classtest1	correct	0.466000	0.466000	0.000000
const1	correct	0.468000	0.468000	0.000000
constructor1	correct	0.487000	0.487000	0.000000
enum1	correct	0.496000	0.496000	0.000000
exceptions1	correct	0.492000	0.492000	0.000000
exceptions10	correct	0.473000	0.473000	0.000000
exceptions11	correct	0.490000	0.490000	0.000000
exceptions12	correct	0.489000	0.489000	0.000000
exceptions13	correct	0.480000	0.480000	0.000000
exceptions14	correct	0.500000	0.500000	0.000000
exceptions15	correct	0.484000	0.484000	0.000000
exceptions16	correct	0.512000	0.512000	0.000000
exceptions18	correct	0.497000	0.497000	0.000000
exceptions2	correct	0.499000	0.499000	0.000000
exceptions3	correct	0.502000	0.502000	0.000000
exceptions4	correct	0.497000	0.497000	0.000000
exceptions5	correct	0.515000	0.515000	0.000000
exceptions6	correct	0.506000	0.506000	0.000000
exceptions7	correct	0.485000	0.485000	0.000000
exceptions8	correct	0.502000	0.502000	0.000000
exceptions9	correct	0.502000	0.502000	0.000000
fcmpx_dcmpx1	correct	0.497000	0.497000	0.000000
iarith1	correct	0.481000	0.481000	0.000000
iarith2	correct	0.478000	0.478000	0.000000
if_acmp1	correct	0.492000	0.492000	0.000000
if_expr1	correct	0.554000	0.554000	0.000000
if_icmp1	correct	0.556000	0.556000	0.000000
ifxx1	correct	0.496000	0.496000	0.000000
instanceof1	correct	0.489000	0.489000	0.000000
instanceof2	correct	0.484000	0.484000	0.000000
instanceof3	correct	0.476000	0.476000	0.000000
instanceof4	correct	0.486000	0.486000	0.000000
instanceof5	correct	0.476000	0.476000	0.000000
instanceof6	correct	0.486000	0.486000	0.000000
instanceof7	correct	0.483000	0.483000	0.000000
instanceof8	correct	0.488000	0.488000	0.000000
interface1	correct	0.486000	0.486000	0.000000
java_append_char	correct	0.637000	0.637000	0.000000
lazyloading4	correct	0.485000	0.485000	0.000000
list1	correct	46.913000	46.913000	0.000000
long1	correct	0.503000	0.503000	0.000000
lookupswitch1	correct	0.592000	0.592000	0.000000
multinewarray	correct	0.494000	0.494000	0.000000
overloading1	correct	0.494000	0.494000	0.000000
package1	correct	0.485000	0.485000	0.000000
putfield_getfield1	correct	0.508000	0.508000	0.000000
putstatic_getstatic1	correct	0.483000	0.483000	0.000000
recursion2	correct	0.487000	0.487000	0.000000
return1	correct	0.489000	0.489000	0.000000
return2	correct	0.632000	0.632000	0.000000
store_load1	correct	0.487000	0.487000	0.000000
swap1	correct	0.485000	0.485000	0.000000
synchronized	correct	0.478000	0.478000	0.000000
tableswitch1	correct	0.594000	0.594000	0.000000
uninitialised1	correct	0.487000	0.487000	0.000000
virtual1	correct	0.501000	0.501000	0.000000
virtual2	correct	0.514000	0.514000	0.000000
virtual4	correct	0.497000	0.497000	0.000000
virtual_function_unwinding	correct	0.491000	0.491000	0.000000
